	text	category
2390	 10 - 30 kollathe charithram ariyaan aayi..  katta waiting cheyyunavar ..... KERI... LIKE ADIKKADA MAKKALE.......	Positive
2391	 Onnil kooduthal trailer kandavar undengi ibide comeon....	Positive
2392	 Ente ponnoooooooooooo nammude sontham ichaka mamoookkaaaa ummma cinima kanan kothiyakunnu	Positive
2393	 Padam flop aavm Enna Kaaryathil oru doubtum illa....	Negative
2394	 ella ikka fan kand  nokku	unknown_state
2395	 Mammuka Massan parayunavar like cheyyuga	unknown_state
2396	 No words Pwolikkum waiting By DQ Fan	Positive
2397	 Lalettante adutha pottapadam...Laletta ithokke mathiyakkan aayinnu ...Please	Negative
2398	 Nty amoooo kunjalimarakaar 9 alla  oru pulikutti ayirunu Lal sir nigal samsarikubool Chiri varunu	Negative
2399	 Ith baghamathy moviede kadhapolund ..  Anushka unnimukundan movie	Mixed_feelings
2400	 Ikka fans come and like lalettans fans comment	unknown_state
2401	 Charitra cinema aano nayakan mamooka allae vere aarundundu abhinayikkan	Positive
2402	 1:35    iruttath  oru  kallan	unknown_state
2403	 Ith kelkumbo kilichundan mambazam orma verunnu	Mixed_feelings
2404	 ithu kalakkum adi makkale like ee rajayude pillar strong kaanich kodukk....	unknown_state
2405	 17k dislike🤣...mamunnifans kurupotty  ..  Rajuvettan oru prasthanam aanu...	Negative
2406	 Lalettan  fan Aya entea Ella ashamasakalum	unknown_state
2407	 Pandam kandathinju shesham vanavar ethra perund pwli padam uff	Positive
2408	 Comadey aguuum  realse aytuu paryaaam	Mixed_feelings
2409	 Vere Level...... Trailer pwoli......  Bgm katta mass....	Positive
2410	 All the best ettan fansinte vaka ikkaykhe	Positive
2411	 100 kodi clubil kayariyathinu shesham arokke vannu	Positive
2412	 Ithu Simple  AICP anu CPIM(hero) DVP anu BJP(Villain)  Tovino varum DVP Kare urutti kollum   Climax AICP election  jayikkum.....	unknown_state
2413	 Oru kaaryam manasilaayee..paandi rajayum 30 crore nedillaa	Negative
2414	 Ikkake katta support  aa mamakam hit Thane akum	Positive
2415	 Vere aarkund makkale ee prayathil ingane mass kaanikunne oru hero	Positive
2416	 ഏട്ടൻ വേറെ levelaaa	Positive
2417	 Mamookkakk abhinayam ariyilla enn paranjal adhyam chirikkunnavar ivide like...	unknown_state
2418	 Madhura rajaye adichu potta kinattil itta stefen neduballi hajar hoom	unknown_state
2419	 Mamaangam valiya hit akatte  Lalettan and Thalapathy Vijay fansinte Ellavidha supportum undavum 🤗🤗🤗	Positive
2420	 Onam lalettan eduthu ennu parayan paranju	Positive
2421	 romancham ennokke paranja koranji pogum ....athukkum mele	Positive
2422	 Dislike adikkan vendi mathram vannirikunnavanmar orupad undalloo sahikanindavula kazhuverikalk	Negative
2423	 Ayo last aaa stund yente ponnu ikka	Positive
2424	 Super  movie aanu but jai ne kollandayirunny	Mixed_feelings
2425	 mamooka enn uyir  enn anbu enn singamda enn muth mani... 300crore adikum	Positive
2426	 Trailer okke kollam pakshe evideyokkeyo pulimurukan keri varunnu ennu enik mathramano thonniyath??	Mixed_feelings
2427	 Katta ikka Fan's okke onnu like adichu pokke...	unknown_state
2428	 Padam vijayikkum  S&S COMBINATION WITH ROBOT	Positive
2429	 ഈ movie suppar hit akum എന്ന് ഉള്ളവർ like here	unknown_state
2430	 Enik matram ahno jishnu ragahvne pole nadane thoniayth . .RIP	unknown_state
2431	 Newer comment kanan vannavar like chey	unknown_state
2432	 kochi karan aya kunjali engane ee bhasha padichu avo :)	unknown_state
2433	 Maryathakku oru trailer polym irakaan arillaaayy	Negative
2434	 Heavy	Positive
2435	 Raja yude power kanichu kodukkande	unknown_state
2436	 Mass ennu paranja otta vakkeyollu ath mammookka!!!	Positive
2437	 Chetta Done... Deal... Wait... Trailer kollam ... massss	Positive
2438	 Superb & promising  trailer	Positive
2439	 Apppo hero aaranu?	unknown_state
2440	 Uyante mone.......!!!!!! Ith eeeeth lookkaa mammootty ....... Vere level.....	Positive
2441	 lalettan rocks  thanks rajuetta  LUCIFER loading	Positive
2442	 Pottum  bengaali look  IDGAF mon	Negative
2443	 Ikka ikka....ikka ikka ikka ....ikka ikka ikka ikka....ente ponnu ikka....marikilla ningale njn marikuvolam...	Positive
2444	 Suraj ettan vere level...  1:01  Soubin ikka pwolikkum 0:33	Positive
2445	 Mamangam Vismayathinu 5 naalukal mathram Katta waiting	Positive
2446	 Cinema kand kazhinjitt veendum trailer kaanan vannavar undo ivide	unknown_state
2447	 edakku vannu kanukayum viewsum nokkunnathum arokke mammookka	Positive
2448	 Usmaane....vegam vaarikettiperukkeda...theeyum pokem parapichond oru koottam varunundeda....	unknown_state
2449	 undayum illa oru andiyum illa.nammuk nammale ullu...uffff dialouge 🤩🤩	unknown_state
2450	 Ayye luciferinte aduth polum etheella.Luciferine pottikanonnum ponnilla.Lucifer trailer kandappam mone oruuuu romnjam aayirunnu.Ithenthooonu ayyyye....	Negative
2451	 idum kuudi 37 aamathe repeat adi	Positive
2452	 Entammoooooooo..enikku kanan vayyaye.....ente ettaaaaaaaaaaaaaaa...........onnum parayan thonnunilla.....njan sthabhichu poyiiii.........	Positive
2453	 Madhura raja kku wait cheytha lucifer fans like adi...	unknown_state
2454	 urutam sounded a bit funny korachum koode punch avarunnu still super movie villain njerichu super	Mixed_feelings
2455	 Luciferine kaal madhurajaye ishtamullavar adiyada like..	unknown_state
2456	 Prayathinde peril ikkaye kaliyakunna ellaa naayinde makkalum nokkada 68 aam vayasil ninde oke thantha vcharichal pattoda ijjathi mass	Negative
2457	 1.34 seen ille prithviraj ninte face Pole thoununu	unknown_state
2458	 Achaayaan poliyaatto...   kolamaasss Kalki 🥰	Positive
2459	 Adipoliii padam....ellavarum must watch.....suraj oru rakshem illaa	Positive
2460	 Oh endhuvaadai idhokke aarkengilum dislike adikkan thono	Negative
2461	 Last aa chaadiyulla adi...   Athu screenil varumbolulla kaaryam	Positive
2462	 cinema premikalkkum tovino fansinum oru mass entertainment prathekishikkavo ichayooo karnam sadharana trailer vere padam vereah ipol	unknown_state
2463	 Not impressed  yenne kollale please manasilolladhu paranjanne olllu Suraj.jpg	Negative
2464	 Onnum parayanilla mammukkakkum ee teaminte ellavarkkum All the best	Positive
2465	 Polichhhh malayala cinema vera level aakuvanallo... eni lalettan marakar	Positive
2466	 enghall oro movieyilum oro makeoverumm realistic aayiii mass kaanikunadhumm kaanumbazhaann lalettane oke eduthh kinattill edaann thonunadhhh..by a lalettan fann	Negative
2467	 Laleta pattunna kadhapathram cheeyy ningalk charithra cinema sheriyaakoola Aa samayam 2 adipoli cinema cheyyan nok borayitund dialog	Negative
2468	 Oru 18	unknown_state
2469	 Ente ponnnoooooooooooo oru rekshsyum illaaaaaa....kidu trailer......	Positive
2470	 poli  teaser maathiri alla ith pwoli item aanu aake miss cheyyunath rajuvetteme mathra?  ningalkko?	Positive
2471	 ഈ കഴുവേർട മോനെ ഇനീം support cheyyan paadilla...	Negative
2472	 Ennem koode kootumooo nannayi abhinayikkam	unknown_state
2473	 Parayan vakulkateetham  Paranjalla kandariyenda mahaa mamanga velayatathinu loogamengum therasheela pongi  Inne ellam kaalam parayum	Positive
2474	 Dislike adichu tholpikan pattila makkaleaaa.. Lalettan oru rakshem illa... Prethviraj pwlichu... Katta waiting for 28th...	Mixed_feelings
2475	 Ohhh ikkaaaa Enthane nigaleee mass kanichu kolluvo..... Love U And Katta waiting..... PDFs orapichuuu	Positive
2476	 Sunny chechine kurachu koode neram kanikarnu	Mixed_feelings
2477	 Trending 1 - Lucifer Trending 2- Narendra Modi  Ar jayikum??	unknown_state
2478	 Aju vargheese negatuve role aanen thonniyavar ondo	unknown_state
2479	 Padam kandavarkku like aam Mass ka baap	unknown_state
2480	 Pwoli.. Keralathil kittiyillel telugil um hope ind	Positive
2481	 Ee mohanlal padam 150 crore clubil varatee	Positive
2482	 Ennalum ittimanide Chinese link endonnavum 🤔🤔🤔 Arkkengilum ariyamo ??	unknown_state
2483	 Orupaad ishtaayi ee padam englm hit aaya mathiyenu	Mixed_feelings
2484	 Ennalum davan coolayittu unda vizhungiyathu athra sheriyayilla... Padathil anaganills super..	Mixed_feelings
2485	 E Assasincreed  te trailer 2019 lu knnunavr etra perund	unknown_state
2486	 Supr hit avumo?...enkil adiku macha like here	unknown_state
2487	 Ramesh ettante first padam oru feel good movie aayirunnu ethum angane aakum enn karuthunnu	Positive
2488	 Dialog delevery shariyayilla.....act super aayirikkum mass lalettan	Mixed_feelings
2489	 Dileepettan fans vaka best of luck	Positive
2490	 Ithe ikka polikkum ne thonane. Laletten fansinte vaka ore all the best	Positive
2491	 Romanjification enta ponnikka nigal vere leval Aanu...	Positive
2492	 Padam pwlikm...ikka oru rekshayum ellah.....Age Is just A Number......from A10 fans..	Positive
2493	 Njan vicharicha pole alla ketto...sambhavam kidukkiyittundu	Positive
2494	 Mamangam alla avante apppan vannallum eth vijayikkum	Positive
2495	 Mamangan istam anne poli anne pakshe njangal marakar fans anne	unknown_state
2496	 Nalla trailer filimum athu pole aakum ennu pradheeshikkunnu	Positive
2497	 Otta vakkil paranjal vismayam mammookka ningal oru idhihasa taram tanne ennu veendum teliyikkunnu	Positive
2498	 LalettaN Poli 2 kg Potherachi Vangi Veetil Ponam🤩ഇട്ടിച്ചൻ	Positive
2499	 Mammunikal kuthiyirunn Dislike adikunund🤣🤣bloody patti theetams	Negative
2500	 Onnil kooduthal kandaavar ividea like adikk..nan.matram ano	unknown_state
2501	 Entha chettan vilichittanu njn vannathu enna tovinoyode dialogue mass alle guys	Positive
2502	 Eee trailerinu dislike adikaaanum oru range okke venam 🤦‍ kashttam  Luv u ikka	Negative
2503	 Padam parama Koothara	Negative
2504	 Pwoli sharathe track mari mamagam 🤩	Positive
2505	 Ee cinima kannan athin oru name mathii .........S......... sunny	Positive
2506	 Aa chekkanu Jishnuvinte Chchaya  thonniyavar undo	unknown_state
2507	 Madhura raja Pokkiri raja  Rajadi raja Raja Manikyam Rakshasa Rajav	unknown_state
2508	 edile chela police ne evideyo kandapole   vijayan sarkare anno	unknown_state
2509	 Ikka November 21 Ann oru puram thanne..pazhasiraja fdfs ormaverunnu..	Positive
2510	 Kerala police da Mavoist alla mavoistinte achane vare nammal adichodikumpinnalla	unknown_state
2511	 Thakarthu	Positive
2512	 ayyeeee.....ithenthu samsaram....slangue pattilla lelettanu ...... sadharana malayalam mathi aayirunnu....ithu nalla bore aayitund	Negative
2513	 Hang ayo	unknown_state
2514	 Ee varshatthe maraka mass padam kidu bgm	Positive
2515	 Ini katta waiting   Lucifer releasing day   Ettante fans like adikkeda	unknown_state
2516	 Kekan. Nalle. Sugam. Ingne.  Jeevich.  Nokk.   Pani.  Nalle. Kittum.   Ellla bagath. Ninnum	unknown_state
2517	 Oru KGF manakunundo...   Alla KGF ne thakarkkunna oru Mass item manakunund...	Positive
2518	 Trailer record adikkunathilum ennikishtam theatreil record adikunth kaanan aanu	Positive
2519	 Mammoookkaaaa.... kidu mammookka irangiyappo pilleru sasi aayi..	unknown_state
2520	 Mamookka oru rakshayum illa kidilan	Positive
2521	 Mattoru china town aavathirunnal mathiyayrunnu.. nalla ooola trailer	Negative
2522	 policekaarante nenjath chavitti nilkunnath maathram kaanan theatril poyavar aarelum undo?	unknown_state
2523	 Lucifer trailer ethineka kuduthal repeat adich kandavar like adi	unknown_state
2524	 Police pwoli anallo...lal inte thirichu varavu...	Positive
2525	 face kanikkathe mass kanikkanamengil ikkakke sadhikku	Positive
2526	 Id kanditt bestt actor movie ormma vanna arenkilum undoo	unknown_state
2527	 onnum parayanilla mammoka superb bgm woww	Positive
2528	 Lucifer njngal randum kayyum neeti sweekarichu.. Marichu..   Matham parayunna sangikal keri dislike adukkuvaaa... Oru myrum nadakkulla.....	Negative
2529	 Mammookka athirappalli vellachattathinte munbiloode nadannu pokumbole romancham vannavar like adi	unknown_state
2530	 Arjun reddy bgm poole thonniyathu enniku mathram aano?	unknown_state
2531	 Odiyanekaal kooduthal kanji vendivarum lucifarine	unknown_state
2532	 November 21ode kore recordukalk oru theerumanamaakum	unknown_state
2533	 0:28 - 0.33 athu ingerkkk matrame patttu... Sheriyalle.. :)	Positive
2534	 Njan youtubil new ana enn onnu support cheyumo pls	unknown_state
2535	 @ 0:26 - Kamal Hassan. 🧐🧐🧐	unknown_state
2536	 TRAILER KIDU	Positive
2537	 @vibin mangalassery	Positive
2538	 Madi idu madi laalletta  Ninga polichuuu	Positive
2539	 Dialog  bora ettan .saatha dilogu matre pattu .dileep .mammoka  dilogu suppera	Negative
2540	 Dislike adikaan vendi vannathaan pakshe ikka ee trailer kanditt dislike adikaan pattunnilla So ente vaka oru	Positive
2541	 Pwloichu LaletTa ettaN anu njn  Terrible devil mass maranamass	Positive
2542	 Odiyante releasinginu vandi kathu nilkukyanu laletta	Positive
2543	 Mammokka Age 68 ....     NO WORDS	Positive
2544	 Settt	unknown_state
2545	 Dhaivathinte swntham naadu kidukkaachi	unknown_state
2546	 Prithviraj illenu manasilayi surajine kandillallo. Siddik thirichethiyitund.	unknown_state
2547	 Best Cinematography Kidilan Oru Rakshayum Illa	Positive
2548	 Oru kidilam bgmum songsum malayalathil kelkkanam gopi chettan sadakuzhanju ezhunelkkanam	Positive
2549	 1:08  back groundile photo sukumaran sir .....lalettante appachan ...	unknown_state
2550	 Pala padathilum kanda scenugal kooti kuzhucha padam athine kidu mass ennoke parayaan kure andam kammi fansugalum	Negative
2551	 Ohh mamooka kalaki...Adipoli trailer... Best Wishes from Tamil Nadu.	Positive
2552	 Padam kurachode dark theme aakayirunnu	Mixed_feelings
2553	 njan katta llaletten fana ikka ettente pilleru koodu  ekkante pillerekkode aaagoshikkkan	Positive
2554	 Kidu trailer  by katta mammooka fan	Positive
2555	 Trailer igananekiiii padam eganarikumennn onnalochich nokiyyeeee Romanchammm varunnnuuu Maranamass ettan	Positive
2556	 Mammookkayude sound oru rekshayum illa pwolii	Positive
2557	 A10 nte mass kanan vannavar Addik oru   like	unknown_state
2558	 surajinte body transformation... ho... vere level nadan aakuvanello oro padam kazhiyumthorum..	Positive
2559	 ikka.......Trailer powli..  frm A10 fan	Positive
2560	 Trailer ittapozhekku dislike vannu athinu Artham avar ikkye pedikkunuuu. Love u ikkka	Positive
2561	 Ichaakkaa.. Pwolichu tto   All the best mammookka   By  lalettan fan	Positive
2562	 thalaivaaaa.......  sollarathu Mattumdha...saiva..... ethrayum nall evidarunu....    chillarkku kuru potti thudagi ....	Negative
2563	 Vijayude padathinde trailerinu okke kodukkunna support nammude malayalam movie kkum koduthoode	unknown_state
2564	 Tovino nte speech uff vere level mass	Positive
2565	 Padam nalladalla ennulla abiprayam kettukond poya enik Predeeshichadilum nalla super padam kanan kaziju Cash povilla 101%	Positive
2566	 Aa thumb nail ile look nokkiyatte. Oru adaar mass block ulla rangam aanen urappayi	Positive
2567	 Poi chav Madura raja illalpo oruthnm thalla pokkula	Negative
2568	 Gangumayi varunnavan gangster Avan sunnyneym koottiyah verunnath 'pornstar'	Negative
2569	 Oru reksheyum illa 200 Kodi club ill kerum ennu orappolavar like adi	unknown_state
2570	 Pwolich ikka love from ettan fan	Positive
2571	 17 k views 114k likes  YouTube hang aayii makkaleee	unknown_state
2572	 Njan padam kandu....kidukachi padam .....ellaarum ee padathe Patti negatives mathram parayunnu...I don't know why....any I lived this movie	Positive
2573	 Enta ponnooo..... Adaar item.... Ith pwolikkum..	Positive
2574	 Eniyum eniyum malayala cinema orupaad uyaragalil ethatte	Positive
2575	 Trailer kandale ariyam lalapande adutha padakam....	Negative
2576	 Thrissur pooram trailer  hidden details	unknown_state
2577	 Pettennu 1m akkkuu guyssss ikkaaa fansinte power kanichu kodukk	unknown_state
2578	 Against കമ്മീസ്	unknown_state
2579	 Eppam samayam 1:20 am 4million views 2:30 am akumbozhelum akumo(saudi time)	unknown_state
2580	 Katta waiting aanu makkale june 16th DERICK ABRAHAM entry	Positive
2581	 Vannu nammude mwuth John Abraham Palakal	Positive
2582	 Karikk nte videos ittall pinne youtubeinte trending system aangu maari mariyum🤩🤩🤩  #1 aangu maatikko	Mixed_feelings
2583	 0:43 muvattupuzha grand centre mall alle?? Muvattupuzha kaar indo ivude?	unknown_state
2584	 Njagaloke  kandittum verukanilalo  eatta Only reason   LAKETTAN	unknown_state
2585	 Enganey thonnunnadey. I. Trailer Inu dislike adikkan	Negative
2586	 Ethra peru unde Lalettante  punch dialog eshtapettavar	unknown_state
2587	 #Mamangam #Mamangamtrailer #Mammootty  mammoookkkaaaaaaaa polichuuuuuu	Positive
2588	 Nammade laletttante LUCIFER anu athukum mele  LALETTAN FANS LIKE HERE	Positive
2589	 30 min 400k view adichu makkale🤩🤩🤩	Positive
2590	 Padam first day kandittu vannavar arokke ind	unknown_state
2591	 Views 17k	unknown_state
2592	 Laalappaa ikkayod muttaan nikkandaa.RAAJAyum pillerum strongaa TRIPPLE STRONG.Laalappan koottiyaal koodoolaa.	Negative
2593	 All the best ikkaa nalloru padam avatte madura raja	Positive
2594	 Ikka.....   unni ettan    Ellarum polichutta	Positive
2595	 Ikka ningaloru sambhavamaa...   trailor thanne ethra thavana  kandittum mathiyavunnilla...   appol movie kola maranamass	Positive
2596	 Pani ariyavunna oruthante kaiyil lalettane kittiyal theeravunna preshname undayirunnullu. Athethayalum ok ayi.  Lalettanrajuvettan	Positive
2597	 0:30 Theatre ilaki mariyan povunna scene 🤗🤗	Positive
2598	 video kande comments nokana guyz oru like	unknown_state
2599	 padam vere level aanu  big B ye kaalum mass aanu	Positive
2600	 Trailer kanditu mammooka veendum karayipikum ennu thonunu	Positive
2601	 ith kandappo pulimurugan ormavannavar like adi	unknown_state
2602	 Vinneth aanalle vivek oberoi kku sound koduthath	unknown_state
2603	 ente mamookkaa.... ijjathi....  romaja.kanjukam..  mammootti istham....  ithu kalakkum.. polikkum... thimirkkum	Positive
2604	 Gym Bossin Vidaa... Ittymaaniydde Margam Kali Ini Troll Lokam Bharikkum	unknown_state
