	No.	Sentence	label1	label2
3349	4270	Salman Khan tere pean dee phudhe mara kece randi k beachy	0	0
2538	3011	Sala.. Terko dusron k time ki kimat mi hai..	1	1
2585	3077	Shayad bhaijaan aap busy ho koi baat nahi khuda Hafiz iftaari ki tayyari karni hai Allah Hafiz bhai	1	1
2039	2471	Aa jao bhaijaan	1	1
2240	2677	kaha par ho app bhai ? jaldi aa bi jaw	1	1
1663	2079	Salman bhai milenge kab intezaar hai aapki	2	2
21	27	Narendra Modi Yeh kya bakchodi pel rahe ho facebook pe, kaam karlo plz!	0	0
3442	4364	hi bhaijaan apko apki film bajrangi bhaijaan aur eid ki advaance mai bdhaai love u bhaizaan	1	1
2856	3680	5 hogaye pr ap ne baat nh ki angry with you kamal kartay ho yar	0	0
2123	2556	Salman bhai aap humse kaise baat karonge bhai	1	1
1712	2133	phle to timing 3:30pm thi	1	1
1044	1334	Aaj ki parti salman bhai ki eid ki parti	1	1
2191	2626	bhai ap sach me humari savalon ka javab denge na bhai	1	1
894	1150	Ha bhai party kaha h kon si jagha per kiya timing h party ki or kon kon aa raha h party me	1	1
433	609	Salman bhai 1 mulaqat zaroori Hai apse milnii kii lv u bro..	2	2
1832	2259	Salman bhai aapne roza rakha he ke nahi? Ramza ka	1	1
3695	4683	yoo....hit hitZ nd hits	2	2
1183	1515	m musalman ladki se shadi krna chata hu mare age 25 hai 9818463635 plz col me shadi pka karuga ok plz col me	1	1
3392	4314	allaha aapk sath hai bhai	2	2
2352	2798	Ap late ho ap ne apne cometment pori nai ki	1	1
835	1070	350 cr kamati ab,	1	1
3817	4857	Kal dikhega ka salman ka star dum	2	2
151	210	maine kai bar suna ki bharat ek din bishwa guru banega. lekin yakeen nahin hota tha. per aap kee lagan aur karya shaily se ab poora yakeen ho gaya,bahut jaldi bharat maha guru ban jayega. bharat maa ki jai.	2	2
2527	2995	kamaal karte ho	1	1
225	317	sir apne rastriya rojgar youjana me sms job ke liye news paper me add dya he kya???	1	1
353	514	mujhe apna bussnies start Karen keep lite 5 lakes ki jarurat hai	1	1
2085	2517	dekho 4 baj gaye,phir bhi aana tera baki hai.	1	1
3011	3904	Hum fans ki feel ki koi kadar hi nahi h	1	1
3089	4001	dekhate abhi tum hamare liye time dete ho kya to	0	0
3791	4814	happy eid(eid mubarak ho bajarangi bahijaan )	2	2
2586	3079	Aaj kisiko reply nai milne wala Salman sir ne ullu bnaya	1	1
1692	2111	bb will be huge blockbuster. aap jiyo hajaro saal.	2	2
2851	3672	bhai kch hi cmnt me 50000 ko paar kr jyga ab tu hello hye bye bol do zzzzzzzzz	1	1
2402	2856	Ek saath bulao sab....	1	1
3603	4555	Oooops wow yar	2	2
1696	2116	Salman khan chahe tera dad musalman hai chahe teri mom hindu hai chahe tu barti hai chahe tu koibi kisi bi chokath ka kuta kuta kuta hai hai hai salman khan tune allah ke name ko istara behudmi nahi karni chahie thi ........	0	0
3401	4323	Hi salman sir please apse marnese pehale ek echha he ki main pako samnese ekbar dekhu filmo me dakhahe lekin ajatak main apko reall me nahi dekha but apko aur apke family ko ramzan eid ki mubarakbad	1	1
3204	4122	salman sir for u dabe mein daba dabe mein cake mera piyare salman sir cororo mein aik	1	1
863	1106	ye vi bolne ki baat h ap bulayen aur hum na ayee #bhaiyjan	1	1
157	216	Vande mataram. ..Jai hind. .Jai bharath	2	2
1583	1993	Nhi baat karni to boldete	1	1
938	1205	sala musalman ke naam par kalank hai ye sale tune muslim ke liye kiya hi kya hai or jo kar raha hai tu us se bhi jal raha hai	0	0
3746	4753	Salman khan bolliwood ki shan banchuka back to back blockbuster superhit movi name dabbang. Redy. Bodyguard. Ek tha tiger . Dabbang2. Jai ho. Kick. Bajarangi bahizan superhit jayagi 300 fix	2	2
3650	4625	Akdam kick ke jesa	2	2
986	1261	Yes I'm ready u luk so handsome bhagwaan aapko buri nazar se bachaaye	2	2
924	1188	Yas ye film koy bi math dekho bhajrang bhaijan uter flop hona ye film	0	0
1523	1933	Salman 1 baar kuch bhi type to kr do	1	1
947	1216	bohat acha song h bhai jaan aap bohat jyda smart ho.	2	2
3856	4938	saale phale tu mera land mu se nikal tab na kuch bole ga	0	0
1776	2200	Kya Salman bhai...mene job se 6uti lekar aaya apse baat krne ko ab aap 4 baje milege..	1	1
3157	4075	Roja nehi rakhkar film bana rahahay.... Haaramka khana kha raha hay	0	0
125	174	Modi ji aap badhey chalo janta apke sath hai.	2	2
365	530	sir aapne skill devlopment programe lunch kiye jisase karoro logo ko rojgar milega !!! thanks sir	1	1
2211	2646	Salman bhai zinda baad aur Un k dosuman mordabaad kon kon is se zehmat hia	1	1
3141	4058	okk bhai bolo ku6..	1	1
2551	3026	loveee u saluuuu	1	1
3027	3926	Salman bhai aap meri coments path te he	2	2
64	85	Sir ji you r great,Ap sirf bidesh Bhraman korenge ya Desh Ki bachhe ko v khayal rakhenge,Kitna garub hai hum log,Diya koro sahab	2	2
1497	1905	Me abhi se apka page khol ke betha hu	1	1
987	1263	salman tujhe to alha ka brkt h ..jo tme kharab bole uske ghrme jurjate h ( thats means haram khor ka khandan ) ok	2	2
1285	1637	Salman mai aapko bhai jaan manta hun lekin mai cahta hun yah film na het ho kaunki yah musalmano ka sawal hai	1	1
2569	3058	jb krna hi ni tha to bole qq	1	1
98	135	Sir, Namaskar. Mai Bihar se hun aur aapka jabardash prasansak hu, Aap jo desh ke liye niswarth bav se kam kar rahe hai, aapko sadaib best p.m ke roop me jana jaega. salute to you sir.	2	2
2368	2816	Aa bhi jao ab itna late kyu kr rhe ho..wait kr rhi hu salmaaan sir ji plz kb aaoge online aajo aajo	1	1
2033	2465	mujhe kaise pata chega ki aap aa gaye hai	1	1
1104	1411	allah kare is khabis ki movie flop ho	0	0
2479	2938	salmaaaan........bhaijaaaaannnn...jindabad	1	1
3297	4218	sahi baat h bhai.. qki sbka malik ek	2	2
3869	4955	I'm superman but salman ka fan	2	2
2671	3242	Aaaaaaa jaaaaaoooooo bhaiiiiiiiiiiiiiiiiiii knha busy hooooo ham wait kr rhe h	1	1
782	993	woh twitter pe painting tu kia acha tha	2	2
3406	4328	very good bhai mujy thori bohat samj lg rhi hai	1	1
2193	2628	Ap ramzan ma rozy rakhty ho?	1	1
3402	4324	Bhaiya plz ek bar mujhse bat kar lijiye main bachpan apki fan hu aur apko apna bada bhai manti ht	1	1
1667	2083	Isbar tmhari le li jyegi preshaan na ho	0	0
523	704	teri movie flop ho jaye....	0	0
3460	4383	aj ki party bhaijaan ki taraf se.	1	1
3793	4816	Love uuu bhaiii	2	2
3526	4454	Bhai jaan locket badiya a	2	2
389	557	Mane ajtak kisi PM se ITI ke vikas ki bat nahi suni thi muze lagta hai ye ache dino ki survat ho gai hai	2	2
2492	2952	yrrr aao na jaldi 4:14 bhi ho gye	1	1
2189	2622	4 baj gye lekin salman hJi kha h..	1	1
848	1086	are salman sir agar mere coment ko padhma to plzzz ek bar reply karna	1	1
1014	1296	i love u saiman ji main apka bohat bada fan hon sir mujhe aap par pora brosha hai aap mujhe back msg karo ge main aap se jab melunga na main apko acting dekhaoonga	2	2
1402	1782	Aur eidi main aap chahye	1	1
2605	3107	Bhaijaan aap kaa ek reply mere liye bohot important hai kyuki mai aapka bhakt hu	1	1
1758	2181	Really kahi mai koi khwab to nhi dekh rhi dear salman :p	1	1
3085	3997	Kiu baat karte hai? Kis chiz mai?	1	1
744	942	as salamolay kum vai jan	2	2
1566	1976	Kiska bhaijan kahan ka Bhai jaan Kutte tu ek nambar shetan,,,, Eed me hi aata he,, kharab karne imman,,,	0	0
2378	2827	Aaja sham hone aayi .mousam ne li angdai.	1	1
3149	4067	Idar hi hun bahi	1	1
2505	2967	sabse hatke sawal, aapko bajrangi bhaijaan kar k kaisa laga?	1	1
2666	3229	Aajao aap vai	1	1
1444	1832	Jai shri krishna bhagwaan ji apko hamesha khush rakhe	2	2
101	140	ache log ko ache gifts hi milte hain jaise indians ko aap mila sir ji.	2	2
3159	4077	help meee salman khan	1	1
712	904	bhai ur evergreen	2	2
1204	1543	Bhaijaan muze aapke sath picture click karni hai.......love u bhaijaan.....	2	2
3686	4673	Salman bhai bas tum hi tum ho industry me jo chaye rahate ho aur dusara kai nahi	2	2
3632	4602	Sale sab accha krta he agar comment pad rha he to sonle kuch logo ka dil bhi bohot bura todhta he ab tak sare first show dekhe lekin isbaar tone dil todhdiya sallo	0	0
3507	4431	Bahut kam logo ko saccha pyar milta h	1	1
127	178	Gandhi ji aur aapne apni chhavi se na kewal desh me balki pure wiswa me bharat ka nam gauranwit kiya hai wish u all the best	2	2
2049	2481	4 baj gaye par baat abhi baaki h	1	1
955	1226	Yehi sahi waqt hai jab hamara imaan azmaaya jayega	1	1
2935	3797	Apne muje reply kiya to 'aj ki party meri taraf se'	1	1
1460	1849	Salman khan madharchod randy ka ladka harami kafir	0	0
114	159	Jai hind maniyo pradhan manteri ji me sena bharti nhi hua lekin me desh ki sena ko salam karta hunJAI HIND JAI MATA KI	2	2
1503	1911	Bhai koe bata aayega baat kese karr sakte hei. Bhai se..????	1	1
330	486	garib ro rahe h or tum jalse kr rhe ho	0	0
964	1236	yeh chutye ko leker jaker bathroom mein bandh karo re	0	0
2657	3200	bhai aai jao tame badi door gaau se aako betho hu..	1	1
2908	3762	aisi ummeed nhi thi aapse bhaijaan. . DIL tod diya sbka :-(	2	2
3809	4837	Bhai... Aap ki original voice nhi hai..	0	0
476	657	thanx salman bhai..love u forever	2	2
2207	2642	sir plz plz	1	1
3375	4296	waitingg for bhaijaan	1	1
3489	4413	Kab aayegi yeh eid...	1	1
1851	2278	3:30 p kyon nhu	1	1
1418	1799	Waoooooo, soo beautiful	2	2
1646	2061	Lllllllloooooooovvvvvvvvvvveeeeeeee youuuu salmaaann gggg	2	2
2288	2731	yes actully its 4.06 ..	1	1
951	1222	Koi nhe dekhega es tere mivie	0	0
1766	2190	raat k 12 bje b kr lenge ...ap aao to sahi	1	1
231	327	Tu bhi jhootha nikla ,Vaada tera vaada hi nikla...	0	0
775	985	Assalamu Alaikum Salman KhanHum aapke fans chaahte hai ki aap ek baar haj ya umra karke aaye . Inshaa Allah aapki life ki mushkile aasaan hojaaye . Aameen.	2	2
2524	2991	Jaldi aaow bhai	1	1
3130	4047	Koii fadaa nhii yarro .. Sabbbb fake hii	0	0
1791	2216	wali qum Haslam....bhai ....! ramJaan Mubarak......! bajrangi bhaiJan....!	1	1
96	133	Is desh ko jarurat h guidelines ki Varna itani jayada aabadi ka desh world no.1 nahi ho sakta.jo vikas ke raste mai aata hai. Usko hamesha ke liye khatam kar do. Chahe wo koi party ho ya galat insan desh ko tarakki chahiye kisi bhi keemat par.	1	1
651	841	App ko ramzan ka mahina mobarrak ho....or app ho allah tala or tarraki de....	2	2
1654	2069	Bajrangi bhai jan to supar hit hai kyoki sare musalman bhai salamn khan ki film dekhge...	2	2
1360	1724	Supar dupar hit sab rekod tutega aesi dil se duaa	2	2
1656	2072	kya kahu bhai tumhara har stilepe josh hai,mano ya na mano sare ledki tumpe marte hai.jisko chaho apna banalo,khuda ka kasam kabhi na mat bolo.	1	1
1120	1434	kya ye dawat garib or yateemo k liye bhi hai	1	1
3123	4040	Chal ba tharke	0	0
3609	4565	advanced eid mubarak	2	2
3357	4278	Yes puri duniya aapke khilaf ku na ho jaye mujhe aapke upar pura bhrosa h or marte dum tak rahega salman bhaijaan love you	2	2
3203	4121	salman ne ye twitter k lie kaha hai qk salman ka ye post twitter se hi liya gya hai.....toh hmlog yahan kya kar rhe	1	1
1850	2277	Bhai aapko sabke comment mile honge par mai ye aapse kahna chahta hu ki aap eid par mere ghar aaao or sewainya kha lo or ek bahut jaruri baat aapko batana h mujhe aapke reply ka wait rahega	1	1
2787	3505	lekin im confused... fir aapne jhutha pist q kiya yaha pr  :/	0	0
1333	1692	Sher kabhi darta nahi aur mera bhai sher hai love you bhai jaan	2	2
2054	2486	Ase baat karoge aap comments pr??	1	1
1341	1704	Movie ke postar fardege hum sale kutte ki	0	0
2419	2874	BHAI ab mujse aur wait nhi hota aapka wait 3.30 se kr rha ho	1	1
2274	2716	4 baj gye sir	1	1
560	745	Aur WO achi ladki hai	2	2
2895	3745	meri baat to ho gae..... A biggggg thanks sallu :-*	2	2
199	282	Joy hind, Varot mata ki joy	2	2
795	1014	sidhi vinayak ganesh ji ki jai hoooooo	2	2
1697	2117	1 chaahe 2 karik bajrangi baijan padgya sab bari	1	1
3074	3983	sir aa jaao sabhi log aapke fans aapki wait kar rahe plz aa jaayie g plz....sir ek msg bda sa reply kar plz time nikalkar g	1	1
3284	4204	bhai media me aake bayan do .....sale kon hai rumor urane wala.....	0	0
1291	1645	mobarak ied mobarak ??	1	1
348	509	Aap ki tarah hi kisaan b hard work kar raha h lekin bachche plane m dikkat ho rahi h kisaano ko.	0	0
3289	4210	pahle sahi se islam ka meaning sikh lo tum aur apne pita ji ko bhi sikhao	0	0
3209	4127	sojao pooja salman nahi aanewala hai kyo rat kharab karrhi ho tum	0	0
1543	1953	Kese ho bhaijan.....	1	1
714	906	Sir Mera sapna hai ki mai aapse milu salman sir ek baar.pls Nagpur Me.	2	2
467	648	Punjab mein Babbu maan aur bombay mein salman jaisa koi nhi hai .. In dono jaisa koi aur nhi,paida ho sakta .. Salman bhai ek song Babbu maan ka to banta hai apki next movie mein	2	2
3413	4335	Hum to apko apni jaan maante hai	2	2
794	1013	Salmaan khan bollywood rss or bjp ka naya kutta	0	0
424	598	Bhai yeh sab har police station pe hona chahiya facebbok pe nahi..	0	0
2128	2561	kya bhaijaan frank kar rahe ho jaldi aao	1	1
1124	1439	aaj ki party meri taraf se salman bhai	1	1
1324	1682	muhhhhhhhhhhhhh meri jaan ....love u sallu.... <3 <3	2	2
3099	4015	Aslam tu agr bigest fan he to kia apun smilest fan he salman khan ke	1	1
3579	4515	i love u vaii.khuda hamesha apki saath rahegi vaii	2	2
2957	3829	bhai kb dhamakedaar entry marogeee.......i m waiting 4 uuuuuuu	2	2
42	54	Modi tujhe jaan se maarna mera kaam hai , main Khalistani huuuuuuu	0	0
1073	1369	Itni saari qurbani dene k baad fir bhi mai galat hoon	1	1
1874	2301	Aap log Salman Khan sir k liye kya KAR sakte ho	1	1
3518	4444	dosto yai flim tho fulle hit pef hit hoge	2	2
3199	4117	i think salman ne ye twitter k lie kaha hai qk salman ka ye post twitter se hi liya gya hai.....toh hmlog yahan kya kar rhe	1	1
2282	2725	bhai bhauiiiiiii khaaa hooio	1	1
1905	2333	Muje aap bhout aache lagkte hai bachpan se dekti aa rai hu or marte dam tak dekungi i am a big fan. . . . 4rm nepal	2	2
868	1113	Lovly sallu bhaijine	2	2
1881	2308	Bhai tumse muje ek baar milna hai lve u bhai jaan	2	2
1690	2109	Sallu miya wonder ful	2	2
2208	2643	Ek new status pe baat krte haii ;)	1	1
2055	2487	Vai mai dur se baaat kar raha hu :'(	1	1
1158	1481	Sure i ll 3:30 Ko kya me toh 2:30 Ko hi facebook me rahungi	1	1
2825	3632	Salman plz reply	2	2
1944	2373	abe tm log nhi manoge tikhi mirchi wala nasta kraunga sb ko tbhi theek hoge.....tb salman salman nhi pani pani chillana smjhe	1	1
3114	4031	salman ap ko kabi b achhi intresting story wali films kyu nhe milee jis trha shahrukh ya amir ko milti ha	0	0
1162	1486	Musalman log khilaaf hogaye iske saari ijjat dho dega kya is pic mei	0	0
3267	4186	Bhaijan apke sath dekhni hai filmBajrangi bhaijann	1	1
3789	4808	Caller agar khud Salman Khan hua toh? O.o O.o	1	1
928	1192	har saal eid me ana dhoom machake jana	2	2
1397	1773	Meri jaan mera salman	2	2
576	762	Abhi saheri Ka waqt bhi khatam nhi hua aur azaan hona bhi baaki hai	1	1
2627	3140	sir ji apka reply nahi dikh raha.... :(	1	1
3828	4880	asalam o alekum salman bhai kse hn ap ap bht ache hn	1	1
2874	3717	Hiiii me aap ki sab se bati Fan hoooooo.....                      ????????	2	2
1738	2161	bhai Salman Khan meri class h 4 bje apne 3 kaha tha phle :(	1	1
257	380	plz modi ji aapke desh basioko samjhaiya ki buddha ka janam nepalmain huwa hain na ki india me.	1	1
1593	2003	4pm baje karenge . direct baat mere saath . this is what bogg bosss siad rightly	1	1
385	552	Today I am totally confuse........bcoz mai ATAL JI Ko best PM manta thaAb lagta hai Modi ji best PM of. BHARAT Bolna parega,,,, jai jai ho	2	2
2758	3425	Salman Bhai app ko chada ni raha hu ksm as app ka naam hi Kafi hai	2	2
1729	2152	bhai....... 4 nhi baje ra.......3:30 ma he kr lo na.....	1	1
246	362	modi sir ko namo namo.humko garb hotahe kiuki humare matrubhumi ne yesa birpurus ko janam diyahe.	2	2
979	1252	aabki baat 800cr par bajrangi bhaijaan (y)	2	2
461	642	tum q kar rahe ho aisa phone tak nahi karte kya hai ye	1	1
1016	1298	Bhai tyohaar to bhai ka hai tou wo humara hua na	1	1
325	479	Sir kya berojgaari ka koi illaj hai aapke paas	0	0
770	975	Naice naice naice....	2	2
1	3	Love u sir love u soo much urs I'ts beautyful vedio ...	2	2
2346	2791	Hy salman bhai	1	1
446	624	bye sleeping bol de tere tak rahe muj toh bakwas lagta hai naam toh sunna hai bhut bar	0	0
1573	1983	AJA SHAM HONE AYI....MOUSAM NE DI ANGRAIIII....???? Plz reply me BB.......LOVE U CHO MUCH...????......taktae rah te tujhko sanjh savere....love u my BIG BOSS....BB	2	2
3050	3953	Kya huwa bhai aap ne apni baat nahi puri ki kuch kaam mei phas gaye ya Hume bhool gaye	2	2
3862	4945	Salman ke movie mai always dam hota hi hai frnds	2	2
337	498	Ghen ke Lund apni bhen Chuda rha h randi ke	0	0
2320	2764	bhaijan kaise ho??!?	1	1
3858	4941	Salman i love you pleze camm amaroc pleze i love you salman pleze camme pleze	2	2
2097	2529	Bhai mein apka buhat bra fan hon pakistan,sindh,karachii	1	1
3564	4495	Kamal ki movie hai kasam se dhum macheg dhum..Salman sir....i love you.<3	2	2
3274	4193	3 bar dkhunga m theatre m jake bajrangi bhaijaan	2	2
1911	2339	bhai hame bhi naraj na kariyo	1	1
2615	3124	Bhai kuch kaam se busy honge wo jarur aayenge	1	1
3119	4036	Hiiiiiii salman sir	1	1
219	308	hindustan ka raja he bhai	2	2
2894	3744	Bhai k sath apun kab se baat karnay ka soch hi raha tha..Whats  App pr aah jana..	2	2
3553	4484	Oye hoye kini khrab ldki ,request delete kr dii meriii	0	0
3757	4766	nyxc trailer bhaijaan	2	2
2032	2464	bas 1 min aur	1	1
3045	3947	Salman sir kahan.....h aap .aap to humse baat karne wale thai na	2	2
1733	2156	Pls 4 pm se zyada late mat krna Salman Khan	1	1
3614	4578	Mojh par ik ehsaan karna k moj par koe ehsman na karna	1	1
3707	4702	Bhai fadu hai	2	2
1527	1937	Are bhai thoda jaldi time diya hota sali nind kharab ho rahi he	1	1
1705	2125	Sabse kimti cheej mili pahchan kafi hai	1	1
644	834	Eid mubarak songs bajrangi bhaijaan me hona chaiye	2	2
2037	2469	sirf ek Selfie lene hai aap ke sath	1	1
3806	4831	EID MUBARAK BHAIJAN. .	2	2
1978	2409	Bhai ko mera salam	1	1
3535	4466	Salman bhai hum to apne bach pan sey like kartey they abibi kartey hai lykin aapne ek baat kah ke hamey naraaz kardiya	1	1
1232	1574	BEHNCHOD Sahil Rehman Roy. BAAP SE FANDA KAREGA TUJHE TERE INBOX ME THOKUGA	0	0
254	374	Jb chunane ka aadhikr janta ko h to,jb unhe lage ke galat aadmi chuna gaya h to,5yr kyo sahe uske tanasahi,reject kre usa,isse neta janta k pirti jyda jimmadare honge.	1	1
2727	3361	ek reply  bhai plzzzzz	1	1
2275	2717	Bhai apni har ek film mai atif ka 1 toh gana jaroor daaalna	1	1
3630	4600	kuch nahi bas report send kar raha tha	1	1
2334	2778	Bhai aap ke may bara fan hu please aap number mujhe mallum nhi	2	2
1399	1775	Teri maa ki chuth. .film riles ka raha hai bahan chood. Eid .par kiyu. Nikal raha hai	0	0
3514	4439	Trailer dhannnsu hai bhai	2	2
3859	4942	Mily tujhy Na dukh zindagi mein Phoool ki tarah mehky khuda kary Zinda rahy naam abad tak tera Eid ki khushiyan tujhy Mubarak khuda kary	2	2
360	523	Kya ji modi ji mast lag rhe ho	2	2
3341	4262	salman kya hai aam insan hai hamari tarha jo help manga hai allah se mango	1	1
1040	1328	Musalmaan kabhi aage se vaar ni karta hamesha hijdo ki tarah pichhe se vaar karta hai,Pakistan ko hi dekh lo Muslim hijdo ka desh Hahahahahahaha	0	0
2455	2912	bhayiaa u lukin so superb at movie Bajrangi Bhaijaan,,Aise hi hamesha hum fans ko pyar dete rahe.Itna hi kaafi hai mere liye.Love you bhayiaa	2	2
454	633	maine kya galti ki hai mujhe kis bat ki sja de rahe ho tum	0	0
3833	4890	mai salman ki diwani love u salman ji	2	2
315	467	P.m modi jee.aj mgnrega sab se top par hai.garamin chhetro mai esse playan ruka hai.lekin esme gram rojgar sewk, j.e. in sabka vawisy aap ke hath mai hai. Hum apne priwar ka laln paln dhang se nhi kr skte.bacho ko achhi shiksha bhi nhi de skte.	0	0
3227	4145	lv u salman bhai	2	2
3429	4351	hamy apky real life se koi sarokaar nahi. ap actor hu aur apki mvz dekty hai thats it baqe ju karu ya na karu ur life	0	0
567	752	Salmaan bhai maine hay kaha tumne javab nhi diya	0	0
1856	2283	Ye bhavu aapan bolu	1	1
2178	2611	Kya karte ho salman yr	1	1
1688	2107	mere bare me itna mat socho me dil me aata hu smjh me nhi	1	1
2303	2746	kabhi to waqt pe aya kro salu miya..........	1	1
3670	4649	veri nice song bhar do jholi salman bhaijan 09627010944 plz cl me plz plz plz	2	2
545	728	8527106761 plz Salman sir. Mujhe aapse milne ka moka den	1	1
649	839	Tu muslman nahi h kiyo ki tu mandir jata h tu kadiyani h salman	0	0
634	824	Good night sir.....capil comedy..me aaye mamko bahut achha laga...Good.night.sahb g....	2	2
